ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
4.79,234.89,281.75,10.85,187.42,444.85,11.78,89.01,2.9,1
4.04,291.46,523.19,7.78,333.78,401.2,16.54,87.81,3.05,1
6.51,240.29,295.35,6.78,341.73,265.25,13.57,93.17,4.5,1
6.78,153.89,244.15,7.32,333.78,459.88,14.78,93.91,2.73,1
6.95,211.7,337.37,6.3,333.78,395.41,14.18,39.8,4.11,1
5.63,226.83,283.34,8.01,293.92,351.16,15.02,35.18,5.05,1
5.97,194.8,173.5,4.47,404.61,406.81,11.54,48.17,4.18,1
6.32,180.97,362.79,9.96,275.59,307.69,18.2,93.59,2.65,1
8.03,193.35,77.15,6.09,333.78,440.94,22.5,62.01,3.48,1
8.88,135.52,48.57,5.21,333.78,532.34,20.3,20.34,3.83,1
5.99,224.61,299.83,7.38,329.73,604.63,17.74,65.12,4.84,1
10.27,163.62,188.95,10.07,269.65,446.45,11.86,82.45,3.18,1
7.08,131.55,216.26,7.21,333.78,390.96,14.84,26.51,4.73,1
6.11,249.14,452.49,7.37,338.77,314.97,11.25,88.66,3.1,1
9.44,73.49,204.38,8.02,315.81,458.68,12.54,50.85,3.49,1
6.89,223.6,291.89,10.51,253.83,386.62,11.31,67.92,4.56,1
6.51,169.22,251.51,4.61,375.61,296.07,15.09,74.08,4.4,1
5.77,213.36,261.25,8.63,273.28,465.56,8.01,59.96,6.49,1
4.91,308.25,440.63,7.93,280.93,327.48,14.86,66.4,4.9,1
9.74,166.95,136.23,7.24,385.06,369.59,12.32,68.51,2.57,1
5.54,185.67,201.43,10.24,209.47,517.94,18.46,49.37,3.67,1
7.08,193.5,422.68,9.01,258.39,384.68,9.09,75.44,3.6,1
7.08,143.3,162.63,6.23,333.78,503.66,19.59,66.4,3.45,1
6.45,240.24,139.79,9.08,314.59,473.75,17.42,84.02,3.62,1
5.48,211.4,273.62,5.81,340.62,358.04,16.63,66.4,3.77,1
8.54,181.41,314.29,7.56,350.4,393.89,10.25,82.72,2.32,1
7.38,175.98,94.6,5.94,333.78,402.02,15.64,37.39,3.22,1
6.66,199.59,159.03,5.26,346.58,347.35,15.99,61.16,2.23,1
6.78,218.41,179.69,8.25,333.78,358.72,10.52,57.24,4.33,1
8.74,194.68,242.84,8.86,329.0,333.62,16.52,67.25,3.8,1
7.15,196.56,169.11,6.89,320.1,520.11,12.85,66.81,4.03,1
7.08,242.91,96.55,6.25,359.67,588.57,15.2,62.82,5.65,1
5.04,232.23,256.54,5.93,328.33,529.05,13.54,38.35,3.6,1
7.08,281.58,217.07,5.04,348.24,347.96,15.37,85.92,4.0,1
7.75,168.36,143.37,5.26,333.78,421.49,7.5,67.62,4.04,1
6.26,208.38,373.57,8.57,256.47,380.24,5.57,68.44,4.21,1
8.6,189.52,145.19,5.12,422.99,348.04,17.36,66.4,3.52,1
5.77,272.47,154.18,7.73,315.4,424.46,15.28,60.82,3.9,1
7.09,206.36,138.4,8.09,321.3,369.97,14.9,66.67,5.66,1
8.03,158.04,196.63,8.43,283.27,431.3,20.7,59.97,4.39,1
7.08,286.2,469.32,7.44,262.53,557.42,14.47,74.04,4.12,1
4.73,249.67,208.34,5.04,379.0,411.11,17.77,78.82,3.16,1
8.2,214.52,103.9,6.3,327.19,403.19,15.07,72.76,3.22,1
6.44,196.62,257.4,2.48,435.67,352.35,16.92,33.05,4.5,1
7.04,179.65,288.27,4.95,389.89,593.4,12.08,58.36,4.37,1
7.08,185.76,273.45,8.93,333.78,313.88,13.42,56.97,4.41,0
7.08,185.85,149.72,6.67,346.49,418.45,18.68,67.71,5.11,0
6.95,220.96,364.38,5.55,337.96,368.0,20.16,53.01,4.82,0
5.74,188.22,268.32,6.2,318.38,498.14,9.66,53.51,3.32,0
5.6,177.21,179.25,8.44,303.73,552.31,10.34,57.82,5.24,0
7.35,193.63,267.36,10.42,309.42,557.5,16.52,61.08,3.66,0
6.26,206.89,314.15,4.53,349.73,567.03,15.96,73.02,4.01,0
9.93,208.49,196.67,8.01,340.24,482.84,11.36,85.83,4.05,0
5.38,175.57,153.72,7.46,312.35,308.73,12.18,66.4,4.36,0
4.96,166.26,222.29,9.92,295.13,449.15,12.0,63.43,3.9,0
6.46,192.26,183.4,8.83,335.97,517.43,23.37,51.8,2.64,0
6.54,214.64,212.3,6.49,336.97,532.57,18.26,90.91,4.53,0
6.25,225.78,239.2,7.02,303.79,484.59,13.43,67.4,2.72,0
7.97,180.53,193.84,9.87,325.5,386.06,11.27,67.27,4.07,0
7.08,212.73,370.31,5.04,351.06,535.3,15.9,33.37,4.83,0
7.61,223.29,408.8,7.03,310.63,370.27,14.38,73.76,3.15,0
6.89,173.33,199.48,7.49,334.1,441.0,10.78,89.01,5.45,0
9.88,208.91,146.74,6.24,366.82,442.34,19.63,66.82,4.22,0
7.64,178.27,183.09,6.55,362.33,394.18,11.29,81.99,4.5,0
6.96,223.6,311.02,3.69,343.83,530.22,13.68,70.43,3.45,0
8.06,208.04,154.89,5.62,361.97,423.42,15.37,75.45,3.6,0
7.24,213.42,234.33,5.93,328.36,325.39,14.03,60.57,3.83,0
7.49,199.68,253.96,4.96,342.45,444.68,16.12,43.14,5.05,0
8.41,234.88,275.54,5.68,362.49,519.03,14.48,55.63,2.98,0
6.14,175.27,290.72,12.06,287.7,469.98,13.14,83.28,3.48,0
6.1,174.87,163.14,8.06,333.78,435.78,10.66,62.08,5.14,0
6.38,243.69,399.6,6.7,297.19,437.73,15.97,54.93,4.14,0
9.46,225.4,122.25,2.98,387.1,485.7,13.2,62.3,2.85,0
7.87,199.04,204.34,6.21,337.92,549.41,16.5,66.4,4.32,0
5.87,153.67,219.11,9.75,319.36,352.46,14.15,65.23,5.12,0
7.08,186.87,260.05,8.49,320.69,534.13,19.89,54.37,5.14,0
6.53,210.0,289.7,4.25,333.78,422.82,7.09,83.69,3.36,0
5.15,207.3,270.0,6.69,333.78,350.0,12.49,49.85,4.69,0
7.86,210.95,267.04,6.51,341.34,374.07,8.81,72.8,3.42,0
7.7,234.64,220.57,8.12,333.78,397.4,14.9,50.92,3.03,0
6.73,201.13,228.89,7.66,319.46,325.54,16.79,58.96,4.41,0
10.46,190.99,67.01,6.88,333.78,498.93,14.56,66.7,4.96,0
9.11,205.94,208.69,6.96,330.93,422.04,16.13,77.8,4.57,0
8.08,174.16,126.78,7.3,333.58,589.55,14.85,39.53,3.61,0
7.08,232.58,261.78,3.91,334.16,380.46,9.63,41.95,3.7,0
7.08,139.33,29.12,10.34,343.32,532.89,11.08,42.17,4.09,0
8.04,169.69,88.96,7.84,328.94,430.84,12.26,76.33,3.16,0
7.04,192.96,209.88,6.42,320.95,381.36,15.4,88.3,3.99,0
5.48,166.16,211.45,7.61,322.73,306.36,14.17,64.14,4.06,0
8.53,248.58,223.72,2.99,366.15,341.76,14.69,78.71,2.54,0
7.27,176.85,148.59,8.26,327.17,445.04,19.92,87.07,3.36,0
6.26,181.07,169.06,11.59,333.78,481.31,10.64,74.56,4.18,0
7.24,202.0,144.63,6.74,314.04,534.8,14.21,82.95,3.78,0
8.69,144.24,25.53,9.2,347.98,517.43,13.96,42.39,2.28,0
8.64,168.61,70.13,8.45,355.21,419.79,17.93,33.64,4.19,0
7.18,180.85,108.6,8.26,341.3,358.06,12.07,83.33,3.88,0
7.16,203.78,342.26,9.41,320.26,415.58,16.22,90.18,3.35,0
8.93,189.99,152.5,7.08,341.53,361.9,21.28,66.4,2.75,0
6.35,206.27,184.09,3.72,348.21,389.68,13.21,60.29,2.86,0
6.68,238.51,261.32,6.3,309.24,326.03,8.14,46.09,2.96,0
5.45,201.38,280.01,7.21,331.59,365.09,11.79,65.94,3.95,0
7.54,185.83,215.75,7.44,333.08,444.12,15.83,49.07,4.53,0
7.08,199.92,153.36,8.09,303.33,399.61,11.82,58.22,4.48,0
4.37,188.65,295.42,8.12,301.02,456.31,16.35,46.7,4.65,0
10.32,217.27,106.77,3.45,397.75,492.21,12.81,72.28,3.41,0
6.6,198.32,210.79,6.23,331.5,447.99,12.94,59.83,4.7,0
4.2,189.47,312.92,7.11,333.78,370.77,11.99,50.32,5.21,0
7.92,173.36,134.55,6.95,356.77,471.37,16.48,68.0,3.37,0
6.33,166.74,183.97,8.08,333.78,436.99,12.91,67.65,3.94,0
7.08,181.3,234.34,7.73,333.78,329.74,12.28,38.76,5.13,0
7.76,186.13,259.26,8.01,333.78,399.13,22.85,35.24,4.11,0
8.24,190.06,200.15,8.39,356.09,377.68,17.74,37.71,4.94,0
5.68,188.19,356.43,8.88,322.17,256.3,15.0,66.4,2.34,0
7.42,193.77,232.07,7.47,333.78,496.11,15.74,73.19,4.67,0
4.78,196.27,191.86,4.94,329.14,459.08,13.37,84.58,4.38,0
7.87,210.04,143.11,6.61,333.78,403.36,12.88,74.13,4.8,0
5.9,201.86,253.94,7.69,313.65,434.72,18.01,59.97,4.59,0
7.71,178.92,184.77,8.23,334.89,518.04,10.64,63.16,3.86,0
7.82,190.31,202.29,9.19,335.64,379.22,14.98,73.43,3.1,0
6.14,168.44,238.94,9.49,318.03,494.13,19.12,60.26,3.84,0
5.04,193.17,173.42,7.84,322.11,444.45,17.47,66.54,4.54,0
8.68,200.74,150.5,8.63,356.81,441.3,17.85,74.59,4.98,0
7.69,221.36,302.54,6.27,320.48,529.75,17.97,84.7,4.98,0
8.57,200.07,97.82,5.66,333.78,511.16,11.86,66.05,4.6,0
5.67,184.78,175.28,5.31,339.06,409.48,15.2,31.94,3.27,0
6.62,204.34,214.43,5.98,312.32,413.0,11.97,62.52,2.84,0
6.54,195.57,296.16,7.11,329.0,530.8,11.9,68.14,2.36,0
7.08,169.19,184.08,5.13,342.94,350.89,19.33,86.68,6.7,0
9.24,223.69,216.11,4.12,333.78,480.01,12.73,65.55,5.27,0
7.08,162.63,213.19,7.58,289.21,457.81,7.48,60.24,4.51,0
6.34,158.34,152.88,7.6,342.45,334.94,9.24,38.1,5.46,0
5.98,181.26,118.26,3.69,356.17,543.35,8.83,60.21,4.25,0
7.61,172.2,109.3,8.43,333.78,400.71,12.56,51.64,3.24,0
6.43,178.33,259.94,7.29,329.7,566.75,11.97,60.74,6.03,0
7.08,196.25,179.09,3.67,333.78,417.29,14.56,57.73,3.89,0
6.11,191.76,268.54,9.06,312.2,375.55,15.51,73.79,4.88,0
5.84,168.3,191.56,6.88,331.48,506.76,14.53,80.42,4.14,0
5.37,175.43,290.09,6.48,333.78,463.48,19.37,67.29,4.27,0
5.35,184.78,222.74,9.73,319.03,492.14,11.89,87.3,2.95,0
5.39,212.59,401.49,8.12,318.79,355.55,17.35,64.21,3.66,0
9.92,207.07,165.44,7.04,363.04,278.75,17.05,44.3,4.12,0
7.08,218.3,420.61,6.33,324.54,503.14,15.71,48.5,4.33,0
7.12,204.16,205.74,7.09,333.78,353.93,16.49,57.02,3.77,0
9.42,173.64,87.78,8.46,358.29,596.83,16.79,105.27,4.6,0
7.46,263.04,310.85,1.68,333.78,584.6,11.81,45.5,4.11,0
5.27,206.31,422.11,8.85,333.78,410.65,11.93,46.54,5.07,0
7.29,202.33,218.92,7.63,339.83,379.27,7.65,64.02,4.24,0
7.8,223.69,373.77,6.66,333.78,343.76,16.7,74.78,2.91,0
6.84,197.46,236.09,8.4,333.78,526.43,10.88,62.04,2.88,0
5.61,152.95,198.36,9.35,323.39,596.08,14.38,49.43,4.64,0
5.7,233.52,414.12,5.9,310.16,509.77,22.69,73.75,3.4,0
5.41,226.59,455.11,7.07,307.62,420.12,21.94,58.85,4.09,0
7.08,208.18,172.65,3.3,387.07,631.3,8.4,68.3,3.91,0
5.02,169.4,290.72,10.71,297.01,467.22,15.91,23.79,4.29,0
4.55,197.08,259.69,8.87,333.78,461.84,12.85,69.34,3.93,0
7.08,203.51,214.18,6.07,319.52,348.53,12.61,68.64,4.61,0
7.03,202.81,235.03,5.24,335.55,471.13,13.89,63.75,5.99,0
5.77,194.5,161.74,6.34,318.79,387.13,12.04,52.51,4.24,0
8.44,183.11,128.57,7.4,361.78,587.02,15.93,77.95,3.82,0
5.91,213.47,418.39,7.92,312.33,357.26,15.6,54.42,4.3,0
6.9,187.42,190.24,6.92,333.78,428.79,12.58,44.38,5.37,0
10.25,217.74,96.52,4.34,369.3,528.12,18.66,54.15,3.29,0
8.21,182.91,189.5,6.66,347.13,332.86,18.33,66.69,4.23,0
7.29,208.44,308.79,6.86,336.05,352.6,10.57,64.03,4.69,0
8.81,226.11,181.41,4.93,320.8,350.12,14.34,64.33,3.88,0
6.64,198.88,278.67,7.33,318.41,573.72,13.19,81.55,4.69,0
6.15,197.54,396.57,9.9,288.16,319.43,11.59,120.03,4.6,0
5.91,177.89,272.96,8.87,312.02,385.81,13.94,60.61,4.81,0
5.39,163.34,196.46,9.09,314.24,491.75,15.5,48.69,3.58,0
5.01,160.5,272.19,11.54,289.98,303.26,16.57,70.7,3.67,0
6.5,163.26,150.0,7.64,334.1,517.43,17.53,37.77,4.96,0
9.61,200.84,189.08,7.52,333.78,370.9,11.36,64.37,4.41,0
8.74,179.41,96.94,6.58,368.5,323.74,13.93,85.78,2.84,0
8.39,187.64,106.03,7.84,352.84,376.24,13.37,58.95,2.83,0
7.08,204.92,125.57,5.79,359.95,610.77,16.01,52.44,3.26,0
3.84,186.92,199.89,7.17,333.78,483.33,13.42,74.38,3.64,0
4.3,148.74,266.4,9.24,316.76,365.84,12.52,54.08,3.07,0
9.9,210.65,131.9,4.95,333.78,481.14,11.76,49.85,3.81,0
4.32,186.06,305.66,9.81,276.83,282.69,13.45,66.4,3.24,0
8.31,196.55,113.11,5.31,364.41,607.92,8.46,76.69,4.29,0
7.08,179.15,47.85,5.7,378.4,517.5,14.39,68.69,2.38,0
3.41,207.4,490.75,5.67,301.98,351.52,15.99,86.64,3.72,0
7.51,182.19,171.01,5.95,357.27,499.1,20.73,60.67,3.34,0
6.98,191.86,261.9,7.28,317.18,564.65,19.43,50.51,4.93,0
7.08,164.38,159.09,11.21,333.78,360.81,17.24,60.18,4.38,0
7.46,237.58,252.23,7.28,316.56,377.68,5.91,62.04,3.95,0
7.08,190.05,183.27,7.9,354.42,445.93,12.9,63.46,4.54,0
7.22,204.77,156.58,3.84,333.78,407.38,15.15,64.99,4.4,0
8.79,187.44,78.51,6.36,333.78,384.92,16.72,77.9,3.48,0
7.08,198.23,264.86,6.47,333.78,472.69,11.03,63.73,4.15,0
7.08,219.01,294.33,9.38,302.77,426.43,17.31,70.06,5.78,0
9.05,169.51,43.43,5.78,386.7,471.93,16.17,62.72,2.81,0
9.52,199.08,90.83,5.98,367.23,501.45,12.88,55.77,3.81,0
6.15,213.18,204.17,6.24,333.78,435.38,23.51,81.3,4.09,0
7.49,210.35,292.53,5.92,339.85,445.06,16.92,84.87,5.49,0
7.09,221.19,290.91,5.13,333.78,515.06,19.58,62.63,5.12,0
6.62,172.06,148.77,7.08,338.44,405.82,15.66,58.56,4.33,0
6.03,200.42,328.82,6.52,352.02,349.98,14.1,43.38,3.42,0
6.34,164.82,149.73,10.71,316.14,337.22,19.41,64.38,3.84,0
7.08,209.77,273.83,7.43,323.96,301.2,13.97,62.74,4.1,0
7.46,217.7,194.37,4.64,352.42,494.09,14.46,57.2,3.84,0
6.36,175.04,258.34,8.24,333.95,302.19,10.56,70.11,3.68,0
9.01,228.92,252.08,6.77,333.78,380.15,15.52,66.4,2.9,0
7.47,223.18,182.62,5.21,333.78,456.26,14.02,99.13,2.08,0
5.74,189.83,158.25,8.11,313.06,425.02,14.9,81.37,2.72,0
7.79,174.89,134.04,7.52,333.78,491.43,13.83,75.06,4.9,0
7.14,180.9,97.28,5.71,333.78,399.95,15.95,67.7,3.27,0
8.81,157.23,47.29,8.85,356.77,299.28,9.44,61.64,5.18,0
8.0,186.46,150.07,7.7,355.73,561.61,10.15,67.0,3.14,0
7.16,214.01,237.19,3.92,343.76,506.9,15.45,66.4,5.18,0
6.43,202.94,209.2,5.53,338.58,332.61,12.81,75.1,3.57,0
6.12,179.58,279.52,8.08,303.65,467.17,13.84,69.02,3.63,0
8.46,228.73,160.62,4.14,356.3,370.71,14.06,82.36,4.91,0
5.77,200.14,278.41,7.13,318.64,414.02,15.55,62.52,3.08,0
7.08,220.98,115.62,6.03,359.19,406.47,14.15,59.37,4.59,0
6.76,192.14,190.9,4.36,345.02,457.55,13.27,66.4,4.91,0
7.9,174.69,104.65,7.67,350.54,472.04,14.63,60.86,3.08,0
8.58,221.15,248.97,6.22,341.81,389.29,15.95,36.08,3.92,0
5.6,229.3,446.52,6.5,324.0,424.26,12.36,40.41,3.83,0
8.15,218.44,313.5,5.51,334.64,376.67,14.89,52.42,4.31,0
6.67,222.49,253.2,4.97,339.06,318.56,19.37,72.72,3.93,0
6.5,173.77,237.35,9.01,330.16,593.56,13.99,63.69,4.36,0
9.74,209.76,108.97,6.11,358.19,449.37,13.91,47.1,5.57,0
9.27,204.36,143.34,9.07,328.3,431.48,11.93,90.9,5.26,0
7.08,180.89,177.06,6.22,350.2,447.94,10.46,32.07,4.0,0
10.06,175.88,52.33,9.67,333.78,477.98,16.47,62.6,3.82,0
6.48,177.29,165.33,10.1,305.25,466.65,6.78,65.15,4.31,0
6.1,200.65,169.33,6.54,333.78,404.46,9.06,84.06,2.96,0
6.3,214.21,210.23,7.26,331.82,434.05,15.87,64.85,1.68,0
5.28,185.71,265.33,6.13,328.14,543.18,17.4,47.07,4.8,0
8.27,192.0,118.89,8.38,345.99,405.34,17.4,85.44,3.08,0
6.04,246.69,394.89,3.19,333.78,357.99,13.24,78.4,4.21,0
6.24,171.1,196.05,8.27,333.78,512.89,17.22,53.61,3.47,0
8.21,192.18,128.2,7.54,343.48,418.68,13.35,86.98,3.38,0
7.08,205.64,397.43,4.66,323.96,509.55,11.67,55.04,3.92,0
7.08,233.02,270.71,6.22,298.11,357.12,16.77,51.28,4.28,0
7.08,220.55,281.35,7.98,307.65,421.46,17.53,86.85,3.57,0
9.84,230.47,161.03,5.6,333.78,300.06,14.38,61.94,4.22,0
8.72,219.78,306.81,7.27,340.92,481.85,9.15,50.18,2.89,0
7.01,220.56,186.29,6.78,333.78,398.0,14.81,77.76,3.12,0
6.49,172.86,146.26,7.74,349.4,652.54,10.21,56.95,4.67,0
7.81,180.35,175.17,7.49,352.28,370.01,14.29,80.88,2.9,0
9.65,205.21,85.08,4.95,386.54,392.77,12.45,53.9,3.19,0
8.01,151.74,88.65,11.25,333.78,447.48,12.41,66.4,5.25,0
7.08,170.55,175.61,8.32,349.29,374.46,10.99,73.7,3.72,0
7.08,204.73,337.98,6.58,333.78,426.08,13.94,69.05,3.85,0
7.39,189.6,291.23,8.42,321.57,458.04,17.2,56.77,4.82,0
5.5,204.68,294.93,7.6,323.61,476.84,16.67,83.41,5.06,0
6.06,230.72,448.68,6.44,333.78,397.24,14.04,76.7,3.29,0
7.08,222.82,238.79,5.08,333.78,382.76,15.86,66.27,4.24,0
6.27,185.71,247.7,6.72,318.23,534.54,13.63,69.14,4.67,0
7.08,190.93,206.61,10.18,299.35,471.06,9.23,60.02,4.97,0
6.28,196.78,292.14,8.53,334.48,574.54,11.1,66.4,5.7,0
9.04,181.57,82.74,6.7,333.78,372.55,9.76,65.22,4.01,0
8.52,201.61,242.07,7.22,333.78,436.63,15.74,63.31,5.11,0
7.08,183.46,199.99,7.15,337.54,294.85,10.09,66.3,4.18,0
7.08,193.4,306.31,6.87,342.19,430.4,17.45,49.88,2.91,0
4.03,203.39,423.27,8.55,279.68,503.73,13.76,46.38,4.18,0
6.41,204.36,323.34,5.2,345.72,389.22,11.15,91.2,5.01,0
6.28,184.95,286.53,6.52,335.26,470.43,11.2,66.4,4.34,0
7.65,188.51,225.11,8.62,333.78,393.29,12.85,73.31,4.95,0
5.55,204.26,399.98,7.03,319.2,431.97,15.4,41.95,3.95,0
7.08,216.68,178.7,6.61,338.42,438.13,15.44,83.27,2.6,0
7.47,240.35,367.02,4.54,339.22,453.21,16.11,67.95,3.38,0
7.08,179.15,210.51,8.89,296.95,418.27,18.8,92.1,3.76,0
7.92,214.19,238.23,7.29,341.17,411.42,19.59,25.06,4.03,0
7.08,191.76,108.31,6.36,333.78,492.2,17.29,43.27,4.27,0
7.08,181.37,145.8,5.44,333.78,308.79,9.55,60.21,4.16,0
5.43,201.78,311.57,7.29,304.43,451.56,10.84,87.63,3.68,0
8.34,202.2,212.96,5.62,333.78,428.95,15.49,81.32,4.83,0
6.72,195.19,199.67,7.74,354.21,411.8,17.32,67.98,2.44,0
6.1,211.45,393.53,6.21,333.78,488.14,11.79,46.93,4.59,0
6.58,156.22,127.72,9.76,341.75,418.97,10.38,78.31,3.77,0
4.68,220.48,387.48,4.65,306.45,442.53,10.94,66.4,4.13,0
8.15,219.56,137.0,3.8,333.78,460.53,14.95,79.63,3.52,0
7.08,226.55,135.84,4.19,374.16,335.38,9.15,82.86,2.36,0
7.08,220.84,273.2,4.51,330.0,463.97,13.99,66.4,5.67,0
5.67,194.13,200.82,6.78,333.78,403.99,18.28,66.4,3.59,0
6.62,185.41,163.61,9.47,320.85,458.92,12.49,40.96,3.55,0
8.27,188.16,111.21,7.41,346.32,344.15,15.31,89.45,3.33,0
7.08,241.9,257.18,4.24,369.54,474.94,15.31,48.37,4.31,0
7.08,221.62,119.55,6.66,333.78,391.24,12.96,66.4,3.28,0
10.51,213.88,167.87,6.62,333.78,411.22,16.59,67.75,3.51,0
5.17,207.28,446.13,7.29,300.25,552.91,12.72,52.24,2.95,0
6.96,193.75,274.08,10.18,307.69,302.94,15.89,78.08,2.4,0
6.55,205.17,135.85,3.78,333.78,327.97,15.63,51.85,4.2,0
6.56,195.16,154.05,2.75,333.78,436.28,10.86,66.4,3.79,0
9.04,221.32,141.49,5.33,366.67,377.86,13.01,87.9,4.35,0
5.97,202.75,199.52,7.87,311.19,412.04,18.63,73.17,5.01,0
6.27,191.85,151.3,5.11,349.95,538.2,12.38,52.1,4.51,0
6.6,212.98,235.65,6.61,325.35,430.33,14.35,33.4,4.46,0
7.14,153.24,115.53,8.44,329.4,278.48,11.27,81.72,3.79,0
8.12,208.69,239.86,7.51,346.42,436.29,9.61,67.38,2.93,0
7.67,210.0,229.94,5.54,343.49,417.74,7.75,63.55,2.71,0
5.56,154.3,205.03,9.64,313.47,355.21,18.47,75.14,4.54,0
7.54,192.23,242.28,7.24,336.15,369.43,18.19,70.59,3.7,1
7.08,218.57,117.25,7.57,296.43,452.73,14.67,51.26,3.56,1
7.34,210.12,128.1,8.87,309.66,412.71,12.39,73.51,3.92,1
10.02,210.13,90.64,7.2,363.56,324.65,10.21,92.64,3.85,1
7.08,188.74,190.37,6.03,333.78,388.07,15.15,78.5,2.72,1
7.85,233.98,66.71,6.84,333.78,545.31,16.54,67.48,3.89,1
7.08,155.68,520.6,2.58,365.08,323.0,14.17,48.25,2.0,1
6.33,197.48,234.61,6.12,303.55,399.56,18.82,62.22,4.04,1
9.62,221.76,125.39,9.09,333.78,441.88,13.81,66.4,2.95,1
7.08,186.6,294.97,8.12,378.43,616.18,14.96,65.44,2.48,1
8.89,224.08,229.6,8.98,274.69,466.25,9.69,59.58,3.62,1
7.08,195.84,145.64,9.32,333.78,289.66,9.18,49.54,3.96,1
8.14,211.79,154.94,9.45,333.78,363.13,15.4,54.49,4.35,1
8.17,203.42,169.25,5.57,337.25,527.91,18.36,60.39,3.92,1
4.93,164.67,311.56,7.41,383.78,506.53,14.98,69.25,5.05,1
8.98,199.0,202.26,7.57,352.69,492.1,19.62,64.18,3.2,1
7.37,220.39,176.07,9.43,274.21,551.15,14.83,67.31,3.18,1
9.11,202.51,246.78,5.58,334.72,467.11,12.94,46.94,4.49,1
4.17,164.35,238.64,8.59,333.78,547.47,13.84,71.05,2.8,1
7.81,216.47,212.99,6.22,333.78,524.08,13.9,83.15,5.13,1
6.7,230.77,97.28,5.94,223.24,405.76,12.83,74.39,3.42,1
3.62,156.9,267.39,5.02,388.75,388.75,17.2,63.56,5.37,1
7.97,186.35,214.41,7.83,393.77,461.36,13.91,86.12,5.12,1
4.6,204.86,138.91,6.37,333.78,631.82,11.42,70.45,3.98,1
7.08,204.67,128.74,5.07,324.7,402.62,16.64,64.85,4.06,1
3.99,179.45,186.82,6.46,331.15,538.17,13.92,66.4,3.38,1
8.91,202.46,336.54,5.43,330.83,426.19,18.76,79.37,4.64,1
5.9,198.31,211.48,9.12,326.25,312.39,13.04,74.31,4.9,1
9.51,215.73,165.54,7.55,321.78,453.92,9.64,57.87,2.65,1
8.84,229.96,78.39,10.51,278.43,370.09,15.79,77.17,4.58,1
7.72,208.44,172.49,7.69,286.4,269.01,11.76,56.88,3.22,1
9.09,208.91,322.38,6.9,321.08,449.26,12.51,89.21,4.43,1
1.76,147.58,415.38,7.73,376.01,428.44,10.83,65.01,2.97,1
7.73,213.95,204.62,5.34,333.78,338.21,17.03,58.59,4.16,1
6.73,178.49,319.92,5.63,333.78,341.77,14.81,64.13,5.11,1
5.09,173.57,334.55,6.03,351.27,507.48,17.8,62.47,3.96,1
9.55,212.05,251.9,6.2,316.57,498.27,20.05,52.9,4.98,1
7.08,182.53,200.49,8.48,330.13,328.7,12.33,79.78,3.69,1
6.25,163.22,264.09,6.03,429.02,509.96,23.57,19.18,5.04,1
7.38,168.75,371.91,4.18,333.78,439.31,15.9,63.33,5.77,1
7.8,232.67,143.83,7.63,333.78,413.29,15.5,42.0,4.36,1
8.6,202.34,151.73,7.25,373.65,315.48,15.01,76.88,3.24,1
6.44,193.0,195.79,7.64,314.92,379.68,12.9,75.84,3.42,1
7.33,233.72,160.67,8.18,224.21,401.74,15.31,81.84,4.77,1
6.14,210.98,199.81,9.2,271.1,332.6,17.19,79.63,3.08,1
4.73,175.99,342.66,5.92,324.87,441.95,12.64,66.4,3.64,1
5.39,172.55,280.99,5.79,372.62,505.54,17.53,67.27,4.63,1
5.62,215.82,90.29,9.26,274.29,340.65,10.68,72.49,4.36,1
5.77,184.4,311.56,8.39,356.55,380.1,10.43,100.23,3.09,1
7.08,195.87,177.49,7.56,333.78,512.45,15.49,54.13,2.78,1
5.25,167.92,347.69,4.02,377.14,315.54,10.43,70.59,4.07,1
7.69,209.19,295.69,9.82,294.35,355.7,13.92,71.68,3.92,1
3.68,144.27,267.27,6.1,333.78,564.18,13.65,92.3,3.89,1
4.9,169.24,146.77,8.32,333.78,437.54,16.22,81.95,3.89,1
5.84,202.04,139.69,6.64,290.8,475.14,18.19,77.93,4.49,1
7.08,193.41,144.72,5.64,322.67,431.46,12.72,92.76,4.41,1
5.04,170.36,258.66,7.4,333.78,350.39,13.27,65.33,3.91,1
9.96,220.04,119.4,8.43,337.48,398.68,14.79,60.99,3.25,1
7.42,198.71,243.89,4.79,289.33,366.37,18.42,88.0,3.39,1
7.08,160.33,377.96,9.15,390.28,441.99,16.45,21.36,4.44,1
5.1,189.67,218.07,4.37,333.78,334.51,14.73,49.99,5.16,1
3.63,179.35,285.84,5.25,292.44,500.87,8.96,77.36,3.35,1
8.86,193.74,240.85,6.18,333.78,526.7,9.9,81.34,4.68,1
10.14,242.01,150.89,8.68,333.78,596.35,14.97,62.37,3.87,1
9.9,199.08,162.33,8.15,380.11,345.02,20.39,73.38,2.4,1
10.27,218.22,137.54,7.51,334.18,341.6,15.67,84.68,4.3,1
0.23,152.53,390.29,3.46,283.69,443.03,13.2,62.32,3.55,1
6.02,206.01,151.57,7.58,307.7,431.78,14.22,53.32,4.43,1
7.11,213.89,250.44,6.05,245.95,505.74,16.38,91.68,5.71,1
6.35,190.38,149.05,5.54,333.78,446.84,13.98,67.82,4.27,1
8.13,211.12,229.83,6.78,326.4,367.99,13.91,55.8,4.82,1
